,Date,Region,Community,Turbidity(NTU),Ecoli_Count(CFU/100ml),Nitrate(mg/L),pH,Cholera_Cases,Typhoid_Cases,Diarrhea_Cases,Total_Waterborne_Cases,Risk_Level,Year,Month,Quarter,Time_Since_Start,Season
4803,2020-06-03,Rural,Nzega,1.59,45,15.6,6.35,4.0,1.0,0.0,5.0,Medium,2020,6,2,519,Rainy
4804,2020-10-03,Rural,Nzega,1.89,56,8.83,6.24,2.0,1.0,2.0,5.0,Medium,2020,10,4,641,Rainy
4805,2020-03-13,Rural,Nzega,3.21,56,12.39,6.44,2.0,3.0,2.0,7.0,Medium,2020,3,1,437,Dry
4806,2020-03-17,Rural,Nzega,0.0,32,12.09,7.28,4.0,0.0,1.0,5.0,Medium,2020,3,1,441,Dry
4807,2020-03-20,Rural,Nzega,3.15,23,3.28,6.77,2.0,2.0,2.0,6.0,Medium,2020,3,1,444,Dry
4808,2020-03-24,Rural,Nzega,0.95,62,21.25,6.97,5.0,2.0,2.0,9.0,Medium,2020,3,1,448,Dry
4809,2020-03-27,Rural,Nzega,0.12,46,6.37,6.73,4.0,1.0,0.0,5.0,Medium,2020,3,1,451,Dry
4810,2020-03-31,Rural,Nzega,2.96,28,5.35,7.03,2.0,0.0,0.0,2.0,Low,2020,3,1,455,Dry
4811,2020-03-04,Rural,Nzega,1.46,31,16.07,6.9,2.0,2.0,5.0,9.0,Medium,2020,3,1,428,Dry
4812,2020-07-04,Rural,Nzega,1.65,29,17.5,6.38,0.0,1.0,0.0,1.0,Low,2020,7,3,550,Rainy
4813,2020-10-04,Rural,Nzega,0.53,23,6.94,7.13,0.0,0.0,1.0,1.0,Low,2020,10,4,642,Rainy
4814,2020-04-14,Rural,Nzega,3.69,15,3.93,6.98,2.0,1.0,0.0,3.0,Low,2020,4,2,469,Rainy
4815,2020-04-17,Rural,Nzega,0.0,27,14.5,6.34,2.0,2.0,3.0,7.0,Medium,2020,4,2,472,Rainy
4816,2020-04-21,Rural,Nzega,1.01,41,18.12,6.6,2.0,3.0,1.0,6.0,Medium,2020,4,2,476,Rainy
4817,2020-04-24,Rural,Nzega,1.63,13,5.22,6.84,0.0,0.0,0.0,0.0,Low,2020,4,2,479,Rainy
4818,2020-04-28,Rural,Nzega,1.97,0,16.55,6.52,3.0,0.0,0.0,3.0,Low,2020,4,2,483,Rainy
4819,2020-01-05,Rural,Nzega,1.61,48,14.95,7.16,0.0,2.0,5.0,7.0,Medium,2020,1,1,369,Dry
4820,2020-05-05,Rural,Nzega,3.36,18,10.69,6.68,0.0,0.0,1.0,1.0,Low,2020,5,2,490,Rainy
4821,2020-08-05,Rural,Nzega,3.96,70,5.38,6.96,7.0,1.0,4.0,12.0,High,2020,8,3,582,Rainy
4822,2020-12-05,Rural,Nzega,1.92,26,12.12,6.91,3.0,2.0,0.0,5.0,Medium,2020,12,4,704,Dry
4823,2020-05-15,Rural,Nzega,3.41,8,8.64,6.33,2.0,1.0,2.0,5.0,Medium,2020,5,2,500,Rainy
4824,2020-05-19,Rural,Nzega,0.53,31,13.76,6.86,1.0,1.0,3.0,5.0,Medium,2020,5,2,504,Rainy
4825,2020-05-22,Rural,Nzega,1.16,15,6.53,7.17,2.0,0.0,0.0,2.0,Low,2020,5,2,507,Rainy
4826,2020-05-26,Rural,Nzega,0.0,13,9.3,7.11,1.0,0.0,0.0,1.0,Low,2020,5,2,511,Rainy
4827,2020-05-29,Rural,Nzega,1.57,40,12.72,6.73,1.0,1.0,2.0,4.0,Low,2020,5,2,514,Rainy
4828,2020-02-06,Rural,Nzega,2.49,55,11.81,6.84,1.0,2.0,2.0,5.0,Medium,2020,2,1,401,Dry
4829,2020-05-06,Rural,Nzega,3.07,0,9.54,6.41,2.0,0.0,0.0,2.0,Low,2020,5,2,491,Rainy
4830,2020-09-06,Rural,Nzega,2.02,29,15.14,7.06,1.0,2.0,3.0,6.0,Medium,2020,9,3,614,Rainy
4831,2020-12-06,Rural,Nzega,0.99,34,8.8,6.86,2.0,2.0,0.0,4.0,Low,2020,12,4,705,Dry
4832,2020-06-16,Rural,Nzega,1.96,30,19.24,7.03,4.0,2.0,2.0,8.0,Medium,2020,6,2,532,Rainy
4833,2020-06-19,Rural,Nzega,1.32,15,5.38,6.67,1.0,1.0,0.0,2.0,Low,2020,6,2,535,Rainy
4834,2020-06-23,Rural,Nzega,1.52,24,10.27,6.37,1.0,3.0,0.0,4.0,Low,2020,6,2,539,Rainy
4835,2020-06-26,Rural,Nzega,3.59,33,6.36,6.49,2.0,0.0,2.0,4.0,Low,2020,6,2,542,Rainy
4836,2020-06-30,Rural,Nzega,3.29,30,8.54,6.99,3.0,1.0,1.0,5.0,Medium,2020,6,2,546,Rainy
4837,2020-03-07,Rural,Nzega,3.17,32,13.41,7.16,1.0,2.0,3.0,6.0,Medium,2020,3,1,431,Dry
4838,2020-07-07,Rural,Nzega,1.19,35,9.69,6.54,1.0,0.0,3.0,4.0,Low,2020,7,3,553,Rainy
4839,2020-10-07,Rural,Nzega,1.87,30,10.12,6.91,1.0,1.0,1.0,3.0,Low,2020,10,4,645,Rainy
4840,2020-07-14,Rural,Nzega,0.3,0,7.81,6.62,0.0,0.0,0.0,0.0,Low,2020,7,3,560,Rainy
4841,2020-07-17,Rural,Nzega,1.66,40,20.48,6.55,2.0,0.0,2.0,4.0,Low,2020,7,3,563,Rainy
4842,2020-07-21,Rural,Nzega,0.74,30,11.33,6.68,2.0,1.0,1.0,4.0,Low,2020,7,3,567,Rainy
4843,2020-07-24,Rural,Nzega,0.12,47,9.25,6.9,2.0,1.0,0.0,3.0,Low,2020,7,3,570,Rainy
4844,2020-07-28,Rural,Nzega,1.8,39,14.63,6.91,4.0,0.0,0.0,4.0,Low,2020,7,3,574,Rainy
4845,2020-07-31,Rural,Nzega,0.93,27,13.47,7.08,0.0,2.0,1.0,3.0,Low,2020,7,3,577,Rainy
4847,2020-07-08,Rural,Nzega,2.21,21,14.37,6.62,5.0,0.0,1.0,6.0,Medium,2020,7,3,554,Rainy
4848,2020-11-08,Rural,Nzega,2.47,19,5.85,7.45,0.0,0.0,0.0,0.0,Low,2020,11,4,677,Dry
4849,2020-08-14,Rural,Nzega,2.59,43,5.96,6.95,2.0,1.0,0.0,3.0,Low,2020,8,3,591,Rainy
4850,2020-08-18,Rural,Nzega,4.87,21,2.63,6.67,3.0,1.0,0.0,4.0,Low,2020,8,3,595,Rainy
4851,2020-08-21,Rural,Nzega,1.73,44,13.18,6.91,1.0,0.0,1.0,2.0,Low,2020,8,3,598,Rainy
4852,2020-08-25,Rural,Nzega,2.04,24,21.66,6.98,0.0,1.0,1.0,2.0,Low,2020,8,3,602,Rainy
4853,2020-08-28,Rural,Nzega,4.04,4,7.66,6.85,2.0,1.0,1.0,4.0,Low,2020,8,3,605,Rainy
4854,2020-01-09,Rural,Nzega,1.34,31,11.89,7.34,3.0,0.0,2.0,5.0,Medium,2020,1,1,373,Dry
4855,2020-04-09,Rural,Nzega,2.36,15,12.51,6.82,1.0,0.0,1.0,2.0,Low,2020,4,2,464,Rainy
4856,2020-08-09,Rural,Nzega,1.28,40,7.4,6.86,2.0,2.0,0.0,4.0,Low,2020,8,3,586,Rainy
4857,2020-11-09,Rural,Nzega,2.32,27,3.38,6.62,2.0,1.0,1.0,4.0,Low,2020,11,4,678,Dry
4858,2020-09-15,Rural,Nzega,1.1,0,14.73,6.66,0.0,0.0,0.0,0.0,Low,2020,9,3,623,Rainy
4859,2020-09-18,Rural,Nzega,1.82,24,4.94,6.96,0.0,0.0,2.0,2.0,Low,2020,9,3,626,Rainy
4860,2020-09-22,Rural,Nzega,1.87,50,7.55,6.79,2.0,1.0,1.0,4.0,Low,2020,9,3,630,Rainy
4861,2020-09-25,Rural,Nzega,0.0,2,7.97,6.33,0.0,0.0,0.0,0.0,Low,2020,9,3,633,Rainy
4862,2020-09-29,Rural,Nzega,0.74,49,15.74,6.25,4.0,2.0,0.0,6.0,Medium,2020,9,3,637,Rainy
4863,2020-02-10,Rural,Nzega,0.33,14,12.34,6.54,1.0,0.0,0.0,1.0,Low,2020,2,1,405,Dry
4864,2020-06-10,Rural,Nzega,6.33,51,9.68,6.8,3.0,5.0,6.0,14.0,High,2020,6,2,526,Rainy
4865,2020-09-10,Rural,Nzega,3.52,3,11.08,7.03,1.0,0.0,0.0,1.0,Low,2020,9,3,618,Rainy
4866,2020-10-13,Rural,Nzega,3.24,40,7.56,6.52,1.0,3.0,0.0,4.0,Low,2020,10,4,651,Rainy
4868,2020-10-20,Rural,Nzega,2.76,14,10.35,6.65,1.0,1.0,1.0,3.0,Low,2020,10,4,658,Rainy
4869,2020-10-23,Rural,Nzega,2.46,56,1.21,7.11,3.0,3.0,1.0,7.0,Medium,2020,10,4,661,Rainy
4870,2020-10-27,Rural,Nzega,1.96,25,10.44,6.82,2.0,2.0,2.0,6.0,Medium,2020,10,4,665,Rainy
4871,2020-10-30,Rural,Nzega,2.05,22,14.19,7.35,2.0,0.0,0.0,2.0,Low,2020,10,4,668,Rainy
4872,2020-03-11,Rural,Nzega,3.0,28,3.31,7.2,3.0,1.0,2.0,6.0,Medium,2020,3,1,435,Dry
4873,2020-06-11,Rural,Nzega,1.4,27,11.6,7.15,1.0,1.0,0.0,2.0,Low,2020,6,2,527,Rainy
4874,2020-10-11,Rural,Nzega,2.16,14,10.96,7.13,2.0,1.0,1.0,4.0,Low,2020,10,4,649,Rainy
4875,2020-11-13,Rural,Nzega,3.03,49,6.96,6.8,2.0,3.0,3.0,8.0,Medium,2020,11,4,682,Dry
4876,2020-11-17,Rural,Nzega,0.0,30,13.93,7.09,0.0,1.0,3.0,4.0,Low,2020,11,4,686,Dry
4877,2020-11-20,Rural,Nzega,2.52,21,0.0,7.21,1.0,0.0,1.0,2.0,Low,2020,11,4,689,Dry
4878,2020-11-24,Rural,Nzega,0.0,0,13.64,7.01,0.0,0.0,0.0,0.0,Low,2020,11,4,693,Dry
4879,2020-11-27,Rural,Nzega,2.1,28,9.59,6.86,3.0,1.0,0.0,4.0,Low,2020,11,4,696,Dry
4880,2020-01-12,Rural,Nzega,0.0,32,8.25,6.71,0.0,1.0,2.0,3.0,Low,2020,1,1,376,Dry
4881,2020-04-12,Rural,Nzega,2.53,10,9.14,6.75,0.0,0.0,0.0,0.0,Low,2020,4,2,467,Rainy
4882,2020-08-12,Rural,Nzega,3.23,44,15.96,6.64,4.0,2.0,1.0,7.0,Medium,2020,8,3,589,Rainy
4883,2020-11-12,Rural,Nzega,0.0,27,0.0,6.56,3.0,1.0,2.0,6.0,Medium,2020,11,4,681,Dry
4884,2020-12-15,Rural,Nzega,1.88,40,11.36,7.42,3.0,2.0,2.0,7.0,Medium,2020,12,4,714,Dry
4885,2020-12-18,Rural,Nzega,0.84,7,4.82,6.81,0.0,2.0,3.0,5.0,Medium,2020,12,4,717,Dry
4886,2020-12-22,Rural,Nzega,1.51,0,17.57,6.6,0.0,0.0,1.0,1.0,Low,2020,12,4,721,Dry
4887,2020-12-25,Rural,Nzega,0.29,0,11.53,6.96,0.0,0.0,0.0,0.0,Low,2020,12,4,724,Dry
4888,2020-12-29,Rural,Nzega,0.0,40,11.1,6.68,1.0,2.0,2.0,5.0,Medium,2020,12,4,728,Dry
4889,2021-01-01,Rural,Nzega,2.29,19,3.9,6.92,3.0,0.0,0.0,3.0,Low,2021,1,1,731,Dry
4890,2021-05-01,Rural,Nzega,4.02,21,18.49,6.9,2.0,0.0,0.0,2.0,Low,2021,5,2,851,Rainy
4891,2021-08-01,Rural,Nzega,1.17,14,14.41,6.44,0.0,0.0,0.0,0.0,Low,2021,8,3,943,Rainy
4892,2021-12-01,Rural,Nzega,0.6,56,18.01,6.76,5.0,2.0,6.0,13.0,High,2021,12,4,1065,Dry
4893,2021-01-15,Rural,Nzega,1.17,2,5.24,6.67,0.0,1.0,0.0,1.0,Low,2021,1,1,745,Dry
4894,2021-01-19,Rural,Nzega,0.85,37,10.21,7.34,3.0,2.0,0.0,5.0,Medium,2021,1,1,749,Dry
4895,2021-01-22,Rural,Nzega,3.96,44,15.22,6.7,2.0,1.0,3.0,6.0,Medium,2021,1,1,752,Dry
4896,2021-01-26,Rural,Nzega,1.73,5,9.47,6.67,1.0,0.0,0.0,1.0,Low,2021,1,1,756,Dry
4897,2021-01-29,Rural,Nzega,3.32,15,4.19,6.35,0.0,1.0,1.0,2.0,Low,2021,1,1,759,Dry
4898,2021-02-02,Rural,Nzega,2.52,40,13.62,6.82,4.0,2.0,4.0,10.0,High,2021,2,1,763,Dry
4899,2021-05-02,Rural,Nzega,1.03,30,8.73,6.68,2.0,2.0,1.0,5.0,Medium,2021,5,2,852,Rainy
4900,2021-09-02,Rural,Nzega,3.43,20,8.14,6.85,6.0,1.0,1.0,8.0,Medium,2021,9,3,975,Rainy
4901,2021-12-02,Rural,Nzega,3.57,84,15.41,6.53,4.0,4.0,4.0,12.0,High,2021,12,4,1066,Dry
4902,2021-02-16,Rural,Nzega,2.6,30,5.45,6.97,5.0,0.0,0.0,5.0,Medium,2021,2,1,777,Dry
4903,2021-02-19,Rural,Nzega,3.19,19,17.16,6.8,3.0,0.0,3.0,6.0,Medium,2021,2,1,780,Dry
4904,2021-02-23,Rural,Nzega,2.33,87,12.94,6.59,6.0,6.0,5.0,17.0,High,2021,2,1,784,Dry
4905,2021-02-26,Rural,Nzega,1.91,53,16.97,7.15,5.0,1.0,3.0,9.0,Medium,2021,2,1,787,Dry
4906,2021-02-03,Rural,Nzega,1.59,32,12.42,6.16,2.0,1.0,1.0,4.0,Low,2021,2,1,764,Dry
4907,2021-05-03,Rural,Nzega,0.8,41,8.64,7.24,3.0,1.0,2.0,6.0,Medium,2021,5,2,853,Rainy
4908,2021-09-03,Rural,Nzega,0.7,77,10.0,6.99,2.0,2.0,6.0,10.0,High,2021,9,3,976,Rainy
4909,2021-12-03,Rural,Nzega,3.94,14,5.64,6.8,1.0,0.0,2.0,3.0,Low,2021,12,4,1067,Dry
4910,2021-03-16,Rural,Nzega,2.08,32,9.22,6.86,2.0,2.0,3.0,7.0,Medium,2021,3,1,805,Dry
4911,2021-03-19,Rural,Nzega,3.7,76,9.06,6.72,6.0,4.0,6.0,16.0,High,2021,3,1,808,Dry
4912,2021-03-23,Rural,Nzega,2.38,17,3.1,6.45,0.0,0.0,1.0,1.0,Low,2021,3,1,812,Dry
4913,2021-03-26,Rural,Nzega,3.86,2,12.9,6.98,0.0,0.0,0.0,0.0,Low,2021,3,1,815,Dry
4914,2021-03-30,Rural,Nzega,1.45,27,13.42,6.01,1.0,0.0,3.0,4.0,Low,2021,3,1,819,Dry
4915,2021-02-04,Rural,Nzega,1.91,38,16.17,6.94,1.0,1.0,1.0,3.0,Low,2021,2,1,765,Dry
4916,2021-06-04,Rural,Nzega,2.92,40,4.69,6.89,2.0,1.0,0.0,3.0,Low,2021,6,2,885,Rainy
4917,2021-09-04,Rural,Nzega,1.19,37,6.85,7.41,3.0,1.0,1.0,5.0,Medium,2021,9,3,977,Rainy
4918,2021-04-13,Rural,Nzega,0.59,24,13.6,6.48,2.0,0.0,0.0,2.0,Low,2021,4,2,833,Rainy
4919,2021-04-16,Rural,Nzega,0.0,51,15.19,6.77,5.0,4.0,2.0,11.0,High,2021,4,2,836,Rainy
4920,2021-04-20,Rural,Nzega,0.46,0,2.25,6.66,0.0,0.0,0.0,0.0,Low,2021,4,2,840,Rainy
4921,2021-04-23,Rural,Nzega,0.41,22,10.23,7.19,1.0,0.0,0.0,1.0,Low,2021,4,2,843,Rainy
4922,2021-04-27,Rural,Nzega,1.7,15,13.71,6.53,1.0,1.0,0.0,2.0,Low,2021,4,2,847,Rainy
4923,2021-04-30,Rural,Nzega,1.74,26,4.83,6.92,1.0,0.0,1.0,2.0,Low,2021,4,2,850,Rainy
4924,2021-04-05,Rural,Nzega,1.38,45,10.9,6.85,8.0,1.0,0.0,9.0,Medium,2021,4,2,825,Rainy
4925,2021-07-05,Rural,Nzega,1.45,53,13.37,6.63,1.0,1.0,2.0,4.0,Low,2021,7,3,916,Rainy
4926,2021-11-05,Rural,Nzega,1.72,14,1.69,6.83,0.0,1.0,1.0,2.0,Low,2021,11,4,1039,Dry
4927,2021-05-14,Rural,Nzega,0.66,37,3.31,6.86,0.0,2.0,1.0,3.0,Low,2021,5,2,864,Rainy
4928,2021-05-18,Rural,Nzega,0.42,20,10.11,6.87,1.0,0.0,1.0,2.0,Low,2021,5,2,868,Rainy
4929,2021-05-21,Rural,Nzega,3.15,30,9.01,6.98,1.0,2.0,4.0,7.0,Medium,2021,5,2,871,Rainy
4930,2021-05-25,Rural,Nzega,1.05,32,7.34,6.68,2.0,2.0,2.0,6.0,Medium,2021,5,2,875,Rainy
4931,2021-05-28,Rural,Nzega,3.33,10,3.69,6.58,2.0,0.0,0.0,2.0,Low,2021,5,2,878,Rainy
4932,2021-01-06,Rural,Nzega,2.26,60,8.85,7.21,4.0,1.0,1.0,6.0,Medium,2021,1,1,736,Dry
4933,2021-04-06,Rural,Nzega,4.29,38,0.0,6.45,3.0,0.0,2.0,5.0,Medium,2021,4,2,826,Rainy
4934,2021-08-06,Rural,Nzega,3.34,22,2.88,6.94,0.0,0.0,2.0,2.0,Low,2021,8,3,948,Rainy
4935,2021-11-06,Rural,Nzega,1.34,0,10.9,6.7,0.0,0.0,0.0,0.0,Low,2021,11,4,1040,Dry
4936,2021-06-15,Rural,Nzega,0.73,12,9.42,6.88,0.0,0.0,1.0,1.0,Low,2021,6,2,896,Rainy
4937,2021-06-18,Rural,Nzega,1.53,5,8.76,6.52,1.0,0.0,1.0,2.0,Low,2021,6,2,899,Rainy
4938,2021-06-22,Rural,Nzega,2.15,32,11.43,7.27,3.0,1.0,2.0,6.0,Medium,2021,6,2,903,Rainy
4939,2021-06-25,Rural,Nzega,3.05,16,20.13,6.44,2.0,0.0,1.0,3.0,Low,2021,6,2,906,Rainy
4940,2021-06-29,Rural,Nzega,2.92,24,9.13,6.7,2.0,0.0,0.0,2.0,Low,2021,6,2,910,Rainy
4941,2021-02-07,Rural,Nzega,4.69,90,8.17,6.66,5.0,3.0,4.0,12.0,High,2021,2,1,768,Dry
4942,2021-06-07,Rural,Nzega,0.0,22,10.45,7.0,1.0,0.0,0.0,1.0,Low,2021,6,2,888,Rainy
4943,2021-09-07,Rural,Nzega,1.58,0,8.95,7.29,0.0,0.0,0.0,0.0,Low,2021,9,3,980,Rainy
4944,2021-07-13,Rural,Nzega,0.0,35,3.78,6.49,2.0,0.0,6.0,8.0,Medium,2021,7,3,924,Rainy
4945,2021-07-16,Rural,Nzega,1.25,26,13.52,7.18,1.0,0.0,1.0,2.0,Low,2021,7,3,927,Rainy
4946,2021-07-20,Rural,Nzega,2.34,16,7.94,6.57,3.0,0.0,3.0,6.0,Medium,2021,7,3,931,Rainy
4947,2021-07-23,Rural,Nzega,3.74,36,5.16,6.98,2.0,1.0,1.0,4.0,Low,2021,7,3,934,Rainy
4948,2021-07-27,Rural,Nzega,2.93,4,6.78,6.59,1.0,0.0,0.0,1.0,Low,2021,7,3,938,Rainy
4949,2021-07-30,Rural,Nzega,3.1,1,8.77,6.42,0.0,0.0,0.0,0.0,Low,2021,7,3,941,Rainy
4950,2021-03-08,Rural,Nzega,2.24,15,0.0,6.47,1.0,1.0,1.0,3.0,Low,2021,3,1,797,Dry
4951,2021-06-08,Rural,Nzega,3.45,43,14.12,6.79,0.0,2.0,2.0,4.0,Low,2021,6,2,889,Rainy
4952,2021-10-08,Rural,Nzega,2.47,41,10.57,6.64,1.0,3.0,3.0,7.0,Medium,2021,10,4,1011,Rainy
4953,2021-08-13,Rural,Nzega,1.74,34,1.83,6.72,3.0,3.0,1.0,7.0,Medium,2021,8,3,955,Rainy
4954,2021-08-17,Rural,Nzega,1.36,13,9.68,6.7,0.0,2.0,0.0,2.0,Low,2021,8,3,959,Rainy
4955,2021-08-20,Rural,Nzega,4.78,31,6.89,7.06,1.0,2.0,2.0,5.0,Medium,2021,8,3,962,Rainy
4956,2021-08-24,Rural,Nzega,1.29,0,8.38,6.89,1.0,0.0,0.0,1.0,Low,2021,8,3,966,Rainy
4957,2021-08-27,Rural,Nzega,3.07,29,19.84,6.6,1.0,2.0,2.0,5.0,Medium,2021,8,3,969,Rainy
4958,2021-08-31,Rural,Nzega,1.99,33,10.29,7.06,3.0,2.0,0.0,5.0,Medium,2021,8,3,973,Rainy
4959,2021-03-09,Rural,Nzega,3.36,19,10.78,6.54,4.0,3.0,1.0,8.0,Medium,2021,3,1,798,Dry
4960,2021-07-09,Rural,Nzega,0.97,19,12.45,6.59,0.0,1.0,0.0,1.0,Low,2021,7,3,920,Rainy
4961,2021-10-09,Rural,Nzega,3.16,3,13.04,6.47,4.0,1.0,2.0,7.0,Medium,2021,10,4,1012,Rainy
4962,2021-09-14,Rural,Nzega,1.08,10,13.61,7.16,0.0,2.0,0.0,2.0,Low,2021,9,3,987,Rainy
4963,2021-09-17,Rural,Nzega,2.88,33,13.92,6.29,3.0,1.0,2.0,6.0,Medium,2021,9,3,990,Rainy
4964,2021-09-21,Rural,Nzega,2.98,13,5.04,6.71,1.0,0.0,1.0,2.0,Low,2021,9,3,994,Rainy
4965,2021-09-24,Rural,Nzega,1.76,0,12.0,7.0,0.0,0.0,0.0,0.0,Low,2021,9,3,997,Rainy
4966,2021-09-28,Rural,Nzega,1.58,34,4.66,6.71,2.0,1.0,0.0,3.0,Low,2021,9,3,1001,Rainy
4967,2021-01-10,Rural,Nzega,2.03,25,3.95,7.24,0.0,1.0,4.0,5.0,Medium,2021,1,1,740,Dry
4968,2021-05-10,Rural,Nzega,3.49,27,2.62,6.48,3.0,0.0,3.0,6.0,Medium,2021,5,2,860,Rainy
4969,2021-08-10,Rural,Nzega,0.0,28,8.8,6.62,1.0,2.0,0.0,3.0,Low,2021,8,3,952,Rainy
4970,2021-12-10,Rural,Nzega,2.36,38,19.22,7.48,1.0,1.0,0.0,2.0,Low,2021,12,4,1074,Dry
4971,2021-10-15,Rural,Nzega,0.03,1,9.65,6.97,1.0,0.0,0.0,1.0,Low,2021,10,4,1018,Rainy
4972,2021-10-19,Rural,Nzega,1.16,28,14.73,6.71,2.0,0.0,2.0,4.0,Low,2021,10,4,1022,Rainy
4973,2021-10-22,Rural,Nzega,0.78,58,8.53,7.05,1.0,3.0,2.0,6.0,Medium,2021,10,4,1025,Rainy
4974,2021-10-26,Rural,Nzega,3.01,41,0.0,6.69,1.0,1.0,4.0,6.0,Medium,2021,10,4,1029,Rainy
4975,2021-10-29,Rural,Nzega,1.24,12,6.3,6.68,0.0,0.0,0.0,0.0,Low,2021,10,4,1032,Rainy
4976,2021-02-11,Rural,Nzega,1.86,0,10.48,6.72,0.0,0.0,1.0,1.0,Low,2021,2,1,772,Dry
4977,2021-05-11,Rural,Nzega,1.05,22,15.34,6.67,4.0,0.0,1.0,5.0,Medium,2021,5,2,861,Rainy
4978,2021-09-11,Rural,Nzega,1.16,44,6.77,7.06,4.0,1.0,1.0,6.0,Medium,2021,9,3,984,Rainy
4979,2021-12-11,Rural,Nzega,0.84,10,11.32,7.25,0.0,0.0,1.0,1.0,Low,2021,12,4,1075,Dry
4980,2021-11-16,Rural,Nzega,0.67,2,14.77,6.78,0.0,1.0,2.0,3.0,Low,2021,11,4,1050,Dry
4981,2021-11-19,Rural,Nzega,3.07,34,6.92,6.83,4.0,1.0,4.0,9.0,Medium,2021,11,4,1053,Dry
4982,2021-11-23,Rural,Nzega,4.24,71,11.01,6.79,9.0,3.0,4.0,16.0,High,2021,11,4,1057,Dry
4983,2021-11-26,Rural,Nzega,1.46,44,21.19,6.79,2.0,4.0,2.0,8.0,Medium,2021,11,4,1060,Dry
4984,2021-11-30,Rural,Nzega,0.0,37,15.09,6.82,3.0,1.0,3.0,7.0,Medium,2021,11,4,1064,Dry
4985,2021-03-12,Rural,Nzega,5.44,56,0.0,6.7,9.0,2.0,4.0,15.0,High,2021,3,1,801,Dry
4986,2021-07-12,Rural,Nzega,3.6,55,4.83,6.67,7.0,1.0,2.0,10.0,High,2021,7,3,923,Rainy
4987,2021-10-12,Rural,Nzega,1.47,43,9.27,6.83,0.0,1.0,3.0,4.0,Low,2021,10,4,1015,Rainy
4988,2021-12-14,Rural,Nzega,3.03,24,11.02,7.05,4.0,1.0,0.0,5.0,Medium,2021,12,4,1078,Dry
4989,2021-12-17,Rural,Nzega,3.95,55,14.56,6.69,2.0,3.0,2.0,7.0,Medium,2021,12,4,1081,Dry
4990,2021-12-21,Rural,Nzega,0.89,45,11.13,7.33,2.0,0.0,3.0,5.0,Medium,2021,12,4,1085,Dry
4991,2021-12-24,Rural,Nzega,0.0,42,0.11,6.89,2.0,0.0,0.0,2.0,Low,2021,12,4,1088,Dry
4992,2021-12-28,Rural,Nzega,1.57,52,11.1,6.46,4.0,3.0,3.0,10.0,High,2021,12,4,1092,Dry
4993,2021-12-31,Rural,Nzega,2.13,83,5.37,6.7,3.0,2.0,5.0,10.0,High,2021,12,4,1095,Dry
4994,2022-04-01,Rural,Nzega,3.04,45,5.64,6.79,2.0,1.0,2.0,5.0,Medium,2022,4,2,1186,Rainy
4995,2022-07-01,Rural,Nzega,4.08,32,12.5,6.37,3.0,2.0,2.0,7.0,Medium,2022,7,3,1277,Rainy
4996,2022-11-01,Rural,Nzega,2.53,19,2.92,7.1,0.0,1.0,0.0,1.0,Low,2022,11,4,1400,Dry
4997,2022-01-14,Rural,Nzega,0.98,21,8.5,6.49,1.0,0.0,3.0,4.0,Low,2022,1,1,1109,Dry
4998,2022-01-18,Rural,Nzega,0.0,12,6.03,7.09,0.0,1.0,0.0,1.0,Low,2022,1,1,1113,Dry
4999,2022-01-21,Rural,Nzega,2.14,30,7.09,6.62,0.0,3.0,4.0,7.0,Medium,2022,1,1,1116,Dry
5000,2022-01-25,Rural,Nzega,3.2,43,5.05,6.58,2.0,1.0,1.0,4.0,Low,2022,1,1,1120,Dry
5001,2022-01-28,Rural,Nzega,1.94,28,14.5,6.84,0.0,1.0,1.0,2.0,Low,2022,1,1,1123,Dry
5002,2022-01-02,Rural,Nzega,1.49,28,11.08,7.02,1.0,0.0,2.0,3.0,Low,2022,1,1,1097,Dry
5003,2022-04-02,Rural,Nzega,2.73,31,7.42,6.92,4.0,2.0,2.0,8.0,Medium,2022,4,2,1187,Rainy
5004,2022-08-02,Rural,Nzega,1.42,10,15.94,6.69,0.0,1.0,0.0,1.0,Low,2022,8,3,1309,Rainy
5005,2022-11-02,Rural,Nzega,3.14,35,19.46,6.85,3.0,3.0,1.0,7.0,Medium,2022,11,4,1401,Dry
5006,2022-02-15,Rural,Nzega,2.65,19,5.54,6.79,2.0,0.0,1.0,3.0,Low,2022,2,1,1141,Dry
5007,2022-02-18,Rural,Nzega,2.14,36,8.51,6.35,1.0,1.0,0.0,2.0,Low,2022,2,1,1144,Dry
5008,2022-02-22,Rural,Nzega,2.09,17,3.43,6.72,1.0,0.0,0.0,1.0,Low,2022,2,1,1148,Dry
5009,2022-02-25,Rural,Nzega,3.21,57,11.22,6.4,1.0,2.0,4.0,7.0,Medium,2022,2,1,1151,Dry
5010,2022-01-03,Rural,Nzega,3.15,2,10.08,6.86,1.0,0.0,1.0,2.0,Low,2022,1,1,1098,Dry
5011,2022-04-03,Rural,Nzega,0.67,16,11.2,6.71,1.0,1.0,0.0,2.0,Low,2022,4,2,1188,Rainy
5012,2022-08-03,Rural,Nzega,2.71,6,8.58,7.04,0.0,0.0,1.0,1.0,Low,2022,8,3,1310,Rainy
5013,2022-11-03,Rural,Nzega,2.0,21,6.82,6.75,2.0,2.0,3.0,7.0,Medium,2022,11,4,1402,Dry
